generation_id,user_id,session_id,created_at,mood,topic,tone,faith_state,prompt_count,was_regenerated,regeneration_number,latency_ms,generation_success
g_0002821,u_00875,s_u_00875_3,2025-10-01 08:25:00,good,work,universal,,5,False,0,1513,True
g_0002822,u_00875,s_u_00875_8,2025-10-06 15:55:00,very_low,self,universal,questioning,5,False,0,1111,True
g_0002823,u_00875,s_u_00875_11,2025-10-09 09:26:00,good,burnout,light_islamic,hurting,5,False,0,1126,True
g_0002824,u_00875,s_u_00875_17,2025-10-15 14:54:00,neutral,purpose,light_islamic,at_peace,5,False,0,963,True
g_0002825,u_00875,s_u_00875_31,2025-10-29 20:33:00,neutral,confidence,universal,at_peace,5,False,0,1541,True
g_0002826,u_00876,s_u_00876_1,2025-07-04 10:53:00,low,anxiety,universal,,5,False,0,1124,True
g_0002827,u_00876,s_u_00876_2,2025-07-05 20:01:00,low,faith,universal,,5,False,0,800,True
g_0002828,u_00876,s_u_00876_3,2025-07-06 17:13:00,grateful,burnout,light_islamic,,5,True,1,1337,True
g_0002829,u_00876,s_u_00876_9,2025-07-12 21:29:00,very_low,faith,universal,at_peace,5,False,0,800,True
g_0002830,u_00876,s_u_00876_10,2025-07-13 07:14:00,low,anxiety,deeper_faith,hurting,5,False,0,1633,True
g_0002831,u_00876,s_u_00876_13,2025-07-16 18:28:00,grateful,relationships,light_islamic,at_peace,5,False,0,1527,True
g_0002832,u_00876,s_u_00876_22,2025-07-25 08:35:00,very_low,habits,universal,at_peace,5,False,0,1585,True
g_0002833,u_00876,s_u_00876_23,2025-07-26 11:47:00,neutral,purpose,universal,at_peace,5,False,0,1504,True
g_0002834,u_00876,s_u_00876_24,2025-07-27 09:11:00,low,self,deeper_faith,questioning,5,True,1,1796,True
g_0002835,u_00876,s_u_00876_28,2025-07-31 12:51:00,low,work,universal,questioning,5,False,0,993,True
g_0002836,u_00878,s_u_00878_1,2025-11-10 07:05:00,very_low,relationships,light_islamic,,5,False,0,2271,True
g_0002837,u_00878,s_u_00878_12,2025-11-21 16:32:00,neutral,work,deeper_faith,distant,5,False,0,1728,True
g_0002838,u_00878,s_u_00878_18,2025-11-27 14:12:00,good,faith,universal,questioning,5,False,0,1739,True
g_0002839,u_00878,s_u_00878_25,2025-12-04 15:32:00,neutral,confidence,light_islamic,distant,5,False,0,800,True
g_0002840,u_00878,s_u_00878_27,2025-12-06 10:31:00,neutral,habits,light_islamic,at_peace,5,False,0,1856,True
g_0002841,u_00878,s_u_00878_28,2025-12-07 12:34:00,good,habits,light_islamic,questioning,5,False,0,800,True
g_0002842,u_00880,s_u_00880_1,2025-10-16 21:45:00,good,purpose,deeper_faith,,5,False,0,1201,True
g_0002843,u_00880,s_u_00880_4,2025-10-19 15:42:00,good,anxiety,light_islamic,,5,False,0,980,True
g_0002844,u_00880,s_u_00880_8,2025-10-23 17:31:00,neutral,confidence,universal,distant,5,False,0,1170,True
g_0002845,u_00880,s_u_00880_9,2025-10-24 09:04:00,good,gratitude,universal,at_peace,5,False,0,1505,True
g_0002846,u_00880,s_u_00880_20,2025-11-04 14:48:00,good,work,deeper_faith,distant,5,False,0,1356,True
g_0002847,u_00880,s_u_00880_21,2025-11-05 10:28:00,neutral,work,universal,at_peace,5,False,0,1774,True
g_0002848,u_00880,s_u_00880_29,2025-11-13 07:42:00,neutral,relationships,deeper_faith,at_peace,5,False,0,1437,True
g_0002849,u_00880,s_u_00880_30,2025-11-14 14:39:00,good,purpose,light_islamic,hurting,5,False,0,1398,True
g_0002850,u_00881,s_u_00881_1,2025-09-08 13:53:00,neutral,work,universal,,5,False,0,1722,True
g_0002851,u_00881,s_u_00881_14,2025-09-21 19:27:00,neutral,relationships,deeper_faith,at_peace,5,False,0,1818,True
g_0002852,u_00881,s_u_00881_20,2025-09-27 14:55:00,good,gratitude,universal,at_peace,5,False,0,2440,True
g_0002853,u_00881,s_u_00881_22,2025-09-29 07:25:00,neutral,confidence,universal,at_peace,5,False,0,920,True
g_0002854,u_00883,s_u_00883_1,2025-09-13 07:10:00,good,habits,deeper_faith,,5,True,1,1169,True
g_0002855,u_00883,s_u_00883_2,2025-09-14 19:49:00,good,gratitude,deeper_faith,,5,False,0,1349,True
g_0002856,u_00883,s_u_00883_3,2025-09-15 07:19:00,good,self,light_islamic,,5,False,0,1546,True
g_0002857,u_00883,s_u_00883_17,2025-09-29 08:42:00,low,self,universal,at_peace,5,False,0,1667,True
g_0002858,u_00883,s_u_00883_18,2025-09-30 10:16:00,neutral,relationships,deeper_faith,distant,5,False,0,1227,True
g_0002859,u_00883,s_u_00883_20,2025-10-02 08:18:00,low,purpose,universal,at_peace,5,True,1,1955,True
g_0002860,u_00883,s_u_00883_24,2025-10-06 18:27:00,good,faith,light_islamic,distant,5,False,0,2240,True
g_0002861,u_00883,s_u_00883_26,2025-10-08 22:00:00,good,faith,light_islamic,at_peace,0,False,0,1635,False
g_0002862,u_00885,s_u_00885_1,2025-11-03 14:20:00,neutral,anxiety,universal,,5,False,0,1211,True
g_0002863,u_00885,s_u_00885_9,2025-11-11 07:08:00,neutral,work,universal,distant,5,True,1,800,True
g_0002864,u_00885,s_u_00885_13,2025-11-15 09:38:00,good,faith,universal,questioning,5,False,0,1256,True
g_0002865,u_00885,s_u_00885_14,2025-11-16 20:16:00,grateful,habits,light_islamic,at_peace,5,False,0,1223,True
g_0002866,u_00885,s_u_00885_17,2025-11-19 15:29:00,neutral,confidence,light_islamic,distant,5,True,1,1218,True
g_0002867,u_00885,s_u_00885_18,2025-11-20 14:55:00,grateful,purpose,light_islamic,hurting,5,False,0,1586,True
g_0002868,u_00885,s_u_00885_20,2025-11-22 18:44:00,good,habits,light_islamic,questioning,5,False,0,2060,True
g_0002869,u_00885,s_u_00885_25,2025-11-27 19:33:00,good,habits,light_islamic,at_peace,5,True,1,1708,True
g_0002870,u_00885,s_u_00885_28,2025-11-30 13:58:00,good,self,light_islamic,hurting,5,False,0,991,True
g_0002871,u_00888,s_u_00888_1,2025-11-28 15:09:00,good,faith,universal,,5,False,0,1291,True
g_0002872,u_00888,s_u_00888_4,2025-12-01 10:40:00,good,gratitude,universal,,0,False,0,2142,False
g_0002873,u_00888,s_u_00888_5,2025-12-02 20:13:00,grateful,relationships,universal,at_peace,5,False,0,1341,True
g_0002874,u_00888,s_u_00888_10,2025-12-07 12:47:00,good,confidence,universal,questioning,5,False,0,2291,True
g_0002875,u_00888,s_u_00888_13,2025-12-10 09:11:00,neutral,work,light_islamic,at_peace,5,False,0,800,True
g_0002876,u_00888,s_u_00888_16,2025-12-13 15:35:00,neutral,work,universal,at_peace,5,False,0,1101,True
g_0002877,u_00888,s_u_00888_21,2025-12-18 09:46:00,very_low,gratitude,deeper_faith,questioning,5,False,0,1092,True
g_0002878,u_00888,s_u_00888_22,2025-12-19 09:41:00,very_low,self,light_islamic,distant,5,False,0,846,True
g_0002879,u_00889,s_u_00889_1,2025-03-30 09:52:00,grateful,burnout,light_islamic,,5,False,0,1038,True
g_0002880,u_00889,s_u_00889_2,2025-03-31 13:50:00,grateful,work,light_islamic,,5,False,0,1511,True
g_0002881,u_00889,s_u_00889_4,2025-04-02 09:48:00,neutral,burnout,light_islamic,,5,False,0,1322,True
g_0002882,u_00889,s_u_00889_17,2025-04-15 11:53:00,neutral,confidence,universal,distant,5,False,0,1331,True
g_0002883,u_00889,s_u_00889_20,2025-04-18 12:50:00,grateful,anxiety,deeper_faith,distant,5,False,0,1424,True
g_0002884,u_00889,s_u_00889_28,2025-04-26 18:40:00,good,purpose,deeper_faith,hurting,5,True,1,1183,True
g_0002885,u_00889,s_u_00889_30,2025-04-28 21:39:00,good,self,universal,distant,5,True,1,1667,True
g_0002886,u_00890,s_u_00890_1,2025-08-17 08:05:00,good,habits,light_islamic,,5,True,1,1960,True
g_0002887,u_00890,s_u_00890_13,2025-08-29 10:39:00,good,confidence,light_islamic,at_peace,5,False,0,854,True
g_0002888,u_00890,s_u_00890_22,2025-09-07 15:40:00,low,work,light_islamic,questioning,5,False,0,800,True
g_0002889,u_00890,s_u_00890_23,2025-09-08 14:35:00,good,burnout,light_islamic,distant,5,False,0,1801,True
g_0002890,u_00890,s_u_00890_25,2025-09-10 19:59:00,good,work,light_islamic,distant,5,False,0,860,True
g_0002891,u_00891,s_u_00891_1,2025-12-26 08:34:00,low,confidence,light_islamic,,5,False,0,1396,True
g_0002892,u_00891,s_u_00891_3,2025-12-28 13:26:00,good,self,light_islamic,,5,False,0,1046,True
g_0002893,u_00891,s_u_00891_5,2025-12-30 07:23:00,good,work,light_islamic,at_peace,5,False,0,1844,True
g_0002894,u_00891,s_u_00891_14,2026-01-08 09:20:00,good,habits,light_islamic,at_peace,5,False,0,1317,True
g_0002895,u_00891,s_u_00891_17,2026-01-11 16:02:00,good,purpose,light_islamic,at_peace,5,False,0,800,True
g_0002896,u_00891,s_u_00891_26,2026-01-20 19:08:00,very_low,faith,universal,at_peace,5,False,0,1461,True
g_0002897,u_00891,s_u_00891_28,2026-01-22 08:07:00,neutral,confidence,universal,at_peace,5,True,1,1249,True
g_0002898,u_00891,s_u_00891_31,2026-01-25 12:11:00,neutral,purpose,universal,distant,5,False,0,800,True
g_0002899,u_00900,s_u_00900_1,2025-03-16 17:51:00,neutral,anxiety,universal,,5,False,0,1534,True
g_0002900,u_00900,s_u_00900_2,2025-03-17 11:16:00,neutral,anxiety,light_islamic,,5,False,0,2226,True
g_0002901,u_00900,s_u_00900_6,2025-03-21 16:01:00,neutral,anxiety,universal,at_peace,5,False,0,1613,True
g_0002902,u_00900,s_u_00900_8,2025-03-23 17:24:00,good,self,light_islamic,distant,5,False,0,1378,True
g_0002903,u_00900,s_u_00900_12,2025-03-27 08:20:00,neutral,burnout,light_islamic,distant,5,False,0,1085,True
g_0002904,u_00900,s_u_00900_17,2025-04-01 20:21:00,neutral,anxiety,deeper_faith,at_peace,5,False,0,1200,True
g_0002905,u_00900,s_u_00900_24,2025-04-08 13:21:00,good,gratitude,light_islamic,at_peace,5,False,0,2442,True
g_0002906,u_00900,s_u_00900_27,2025-04-11 16:23:00,low,purpose,light_islamic,questioning,5,False,0,1141,True
g_0002907,u_00901,s_u_00901_1,2025-06-28 08:38:00,good,self,universal,,5,False,0,2825,True
g_0002908,u_00901,s_u_00901_3,2025-06-30 18:40:00,grateful,anxiety,universal,,5,True,1,2052,True
g_0002909,u_00901,s_u_00901_7,2025-07-04 18:06:00,grateful,habits,universal,hurting,5,False,0,928,True
g_0002910,u_00901,s_u_00901_9,2025-07-06 21:51:00,good,faith,universal,hurting,5,True,1,1453,True
g_0002911,u_00901,s_u_00901_14,2025-07-11 08:29:00,good,habits,light_islamic,at_peace,5,False,0,1292,True
g_0002912,u_00901,s_u_00901_20,2025-07-17 21:25:00,good,habits,universal,at_peace,5,True,1,1441,True
g_0002913,u_00901,s_u_00901_22,2025-07-19 15:36:00,good,gratitude,light_islamic,questioning,5,False,0,935,True
g_0002914,u_00904,s_u_00904_1,2025-03-14 13:08:00,very_low,relationships,light_islamic,,5,True,1,1789,True
g_0002915,u_00904,s_u_00904_2,2025-03-15 14:12:00,neutral,work,deeper_faith,,5,True,1,1431,True
g_0002916,u_00904,s_u_00904_4,2025-03-17 13:45:00,good,purpose,universal,,5,True,1,2008,True
g_0002917,u_00904,s_u_00904_6,2025-03-19 08:14:00,low,relationships,universal,questioning,5,False,0,1174,True
g_0002918,u_00904,s_u_00904_10,2025-03-23 15:30:00,good,self,universal,at_peace,5,False,0,1258,True
g_0002919,u_00904,s_u_00904_14,2025-03-27 11:37:00,grateful,relationships,universal,hurting,5,False,0,1940,True
g_0002920,u_00904,s_u_00904_19,2025-04-01 09:24:00,good,habits,universal,at_peace,5,False,0,1743,True
g_0002921,u_00904,s_u_00904_25,2025-04-07 08:32:00,good,confidence,light_islamic,at_peace,5,False,0,1069,True
g_0002922,u_00907,s_u_00907_1,2025-03-14 19:42:00,good,habits,universal,,5,False,0,2143,True
g_0002923,u_00907,s_u_00907_2,2025-03-15 16:44:00,very_low,gratitude,deeper_faith,,5,False,0,1483,True
g_0002924,u_00907,s_u_00907_3,2025-03-16 15:50:00,grateful,faith,universal,,5,False,0,1041,True
g_0002925,u_00907,s_u_00907_4,2025-03-17 21:37:00,good,relationships,universal,,5,False,0,1687,True
g_0002926,u_00907,s_u_00907_7,2025-03-20 21:26:00,neutral,gratitude,deeper_faith,at_peace,5,False,0,1327,True
g_0002927,u_00907,s_u_00907_9,2025-03-22 10:47:00,good,gratitude,light_islamic,distant,5,True,1,1516,True
g_0002928,u_00907,s_u_00907_21,2025-04-03 10:33:00,grateful,purpose,light_islamic,at_peace,5,False,0,832,True
g_0002929,u_00907,s_u_00907_22,2025-04-04 12:52:00,low,self,deeper_faith,at_peace,5,False,0,1235,True
g_0002930,u_00907,s_u_00907_28,2025-04-10 10:59:00,neutral,faith,universal,questioning,5,False,0,1623,True
g_0002931,u_00911,s_u_00911_1,2025-08-19 11:39:00,neutral,relationships,universal,,5,False,0,1501,True
g_0002932,u_00911,s_u_00911_5,2025-08-23 11:49:00,very_low,self,light_islamic,questioning,5,False,0,1742,True
g_0002933,u_00911,s_u_00911_6,2025-08-24 16:19:00,good,faith,deeper_faith,at_peace,5,False,0,1388,True
g_0002934,u_00911,s_u_00911_7,2025-08-25 08:20:00,very_low,habits,universal,at_peace,5,True,1,1833,True
g_0002935,u_00911,s_u_00911_11,2025-08-29 17:34:00,good,burnout,light_islamic,distant,5,False,0,2473,True
g_0002936,u_00911,s_u_00911_15,2025-09-02 20:03:00,good,purpose,light_islamic,distant,5,False,0,2089,True
g_0002937,u_00911,s_u_00911_16,2025-09-03 10:22:00,good,relationships,light_islamic,at_peace,5,False,0,1095,True
g_0002938,u_00911,s_u_00911_26,2025-09-13 13:31:00,good,anxiety,universal,at_peace,5,False,0,1177,True
g_0002939,u_00914,s_u_00914_1,2025-12-02 16:43:00,neutral,burnout,deeper_faith,,5,True,1,984,True
g_0002940,u_00914,s_u_00914_3,2025-12-04 14:05:00,neutral,burnout,light_islamic,,5,False,0,1600,True
g_0002941,u_00914,s_u_00914_4,2025-12-05 08:41:00,very_low,burnout,light_islamic,,5,True,1,800,True
g_0002942,u_00914,s_u_00914_6,2025-12-07 20:20:00,neutral,work,universal,questioning,5,False,0,1013,True
g_0002943,u_00914,s_u_00914_8,2025-12-09 17:11:00,grateful,burnout,universal,distant,5,False,0,2832,True
g_0002944,u_00914,s_u_00914_12,2025-12-13 15:56:00,neutral,faith,light_islamic,at_peace,5,False,0,2594,True
g_0002945,u_00917,s_u_00917_1,2025-10-30 10:28:00,neutral,self,universal,,5,False,0,890,True
g_0002946,u_00917,s_u_00917_2,2025-10-31 13:18:00,good,anxiety,light_islamic,,5,False,0,1289,True
g_0002947,u_00917,s_u_00917_3,2025-11-01 15:00:00,good,relationships,light_islamic,,5,False,0,1049,True
g_0002948,u_00917,s_u_00917_7,2025-11-05 09:54:00,low,habits,universal,hurting,5,False,0,1496,True
g_0002949,u_00917,s_u_00917_9,2025-11-07 16:51:00,good,purpose,universal,questioning,5,False,0,1582,True
g_0002950,u_00917,s_u_00917_11,2025-11-09 18:28:00,very_low,purpose,universal,at_peace,5,False,0,1303,True
g_0002951,u_00917,s_u_00917_13,2025-11-11 07:25:00,good,self,universal,distant,5,False,0,921,True
g_0002952,u_00917,s_u_00917_25,2025-11-23 19:03:00,good,self,deeper_faith,hurting,5,True,1,1582,True
g_0002953,u_00917,s_u_00917_27,2025-11-25 07:30:00,neutral,work,light_islamic,distant,5,True,1,800,True
g_0002954,u_00917,s_u_00917_28,2025-11-26 13:28:00,good,gratitude,light_islamic,at_peace,5,True,1,800,True
g_0002955,u_00917,s_u_00917_31,2025-11-29 19:23:00,good,faith,universal,questioning,0,False,0,1132,False
g_0002956,u_00918,s_u_00918_1,2025-09-13 08:31:00,grateful,relationships,light_islamic,,5,False,0,1804,True
g_0002957,u_00918,s_u_00918_9,2025-09-21 13:40:00,good,purpose,universal,at_peace,5,False,0,1392,True
g_0002958,u_00918,s_u_00918_11,2025-09-23 19:39:00,grateful,self,deeper_faith,at_peace,5,False,0,1288,True
g_0002959,u_00918,s_u_00918_18,2025-09-30 21:35:00,low,faith,light_islamic,questioning,5,False,0,1261,True
g_0002960,u_00918,s_u_00918_19,2025-10-01 15:05:00,good,confidence,universal,distant,5,False,0,800,True
g_0002961,u_00918,s_u_00918_22,2025-10-04 08:17:00,neutral,faith,universal,at_peace,5,True,1,1305,True
g_0002962,u_00918,s_u_00918_23,2025-10-05 10:17:00,good,habits,light_islamic,at_peace,5,False,0,1482,True
g_0002963,u_00919,s_u_00919_1,2025-01-14 17:24:00,neutral,purpose,universal,,5,False,0,903,True
g_0002964,u_00919,s_u_00919_2,2025-01-15 07:15:00,neutral,self,light_islamic,,5,False,0,1466,True
g_0002965,u_00919,s_u_00919_7,2025-01-20 18:13:00,very_low,burnout,deeper_faith,questioning,5,False,0,2585,True
g_0002966,u_00919,s_u_00919_20,2025-02-02 20:19:00,good,relationships,light_islamic,questioning,5,False,0,1372,True
g_0002967,u_00919,s_u_00919_23,2025-02-05 19:47:00,good,habits,universal,at_peace,5,False,0,896,True
g_0002968,u_00919,s_u_00919_27,2025-02-09 19:58:00,low,work,light_islamic,at_peace,5,False,0,2055,True
g_0002969,u_00920,s_u_00920_1,2025-11-25 18:10:00,neutral,anxiety,light_islamic,,5,False,0,1411,True
g_0002970,u_00920,s_u_00920_2,2025-11-26 21:15:00,grateful,work,light_islamic,,5,False,0,1356,True
g_0002971,u_00920,s_u_00920_7,2025-12-01 14:32:00,grateful,gratitude,universal,questioning,5,False,0,2028,True
g_0002972,u_00920,s_u_00920_8,2025-12-02 20:22:00,low,faith,universal,distant,5,False,0,1544,True
g_0002973,u_00920,s_u_00920_10,2025-12-04 20:44:00,neutral,work,light_islamic,at_peace,5,False,0,1778,True
g_0002974,u_00920,s_u_00920_13,2025-12-07 14:36:00,good,burnout,light_islamic,questioning,5,False,0,1236,True
g_0002975,u_00920,s_u_00920_18,2025-12-12 17:27:00,very_low,purpose,deeper_faith,at_peace,5,False,0,826,True
g_0002976,u_00920,s_u_00920_21,2025-12-15 20:42:00,low,purpose,universal,questioning,5,False,0,1868,True
g_0002977,u_00920,s_u_00920_29,2025-12-23 21:56:00,good,purpose,light_islamic,at_peace,5,True,1,1236,True
g_0002978,u_00922,s_u_00922_1,2025-02-26 07:39:00,neutral,anxiety,light_islamic,,5,True,1,1029,True
g_0002979,u_00922,s_u_00922_2,2025-02-27 15:34:00,neutral,relationships,deeper_faith,,5,False,0,1406,True
g_0002980,u_00922,s_u_00922_3,2025-02-28 18:53:00,neutral,work,deeper_faith,,5,False,0,1437,True
g_0002981,u_00922,s_u_00922_4,2025-03-01 19:26:00,grateful,gratitude,light_islamic,,5,False,0,1303,True
g_0002982,u_00922,s_u_00922_5,2025-03-02 18:18:00,neutral,faith,light_islamic,at_peace,5,True,1,1376,True
g_0002983,u_00922,s_u_00922_8,2025-03-05 20:57:00,good,purpose,universal,at_peace,5,False,0,1026,True
g_0002984,u_00922,s_u_00922_11,2025-03-08 13:46:00,low,anxiety,light_islamic,questioning,0,False,0,1485,False
g_0002985,u_00922,s_u_00922_23,2025-03-20 07:06:00,very_low,confidence,universal,distant,5,False,0,916,True
g_0002986,u_00922,s_u_00922_25,2025-03-22 19:33:00,good,work,light_islamic,at_peace,5,False,0,800,True
g_0002987,u_00923,s_u_00923_1,2025-03-08 18:56:00,good,anxiety,universal,,5,False,0,1787,True
g_0002988,u_00923,s_u_00923_3,2025-03-10 16:37:00,grateful,confidence,universal,,5,False,0,800,True
g_0002989,u_00923,s_u_00923_5,2025-03-12 14:03:00,good,purpose,universal,questioning,5,False,0,2065,True
g_0002990,u_00923,s_u_00923_8,2025-03-15 14:08:00,good,self,deeper_faith,at_peace,5,False,0,1913,True
g_0002991,u_00923,s_u_00923_13,2025-03-20 17:37:00,very_low,purpose,light_islamic,at_peace,5,True,1,1141,True
g_0002992,u_00923,s_u_00923_14,2025-03-21 07:34:00,good,confidence,light_islamic,distant,5,False,0,1339,True
g_0002993,u_00923,s_u_00923_17,2025-03-24 19:22:00,good,purpose,universal,questioning,5,False,0,1327,True
g_0002994,u_00924,s_u_00924_1,2025-04-17 11:38:00,low,self,light_islamic,,5,False,0,969,True
g_0002995,u_00924,s_u_00924_5,2025-04-21 21:34:00,very_low,gratitude,light_islamic,questioning,5,False,0,2473,True
g_0002996,u_00924,s_u_00924_6,2025-04-22 10:18:00,good,gratitude,universal,at_peace,5,False,0,1112,True
g_0002997,u_00924,s_u_00924_11,2025-04-27 21:33:00,low,self,light_islamic,at_peace,5,True,1,1389,True
g_0002998,u_00924,s_u_00924_16,2025-05-02 17:51:00,good,confidence,light_islamic,distant,5,False,0,1801,True
g_0002999,u_00924,s_u_00924_18,2025-05-04 11:07:00,neutral,faith,light_islamic,at_peace,5,False,0,1687,True
g_0003000,u_00924,s_u_00924_26,2025-05-12 15:39:00,grateful,relationships,universal,at_peace,5,False,0,1842,True
g_0003001,u_00924,s_u_00924_31,2025-05-17 19:00:00,low,purpose,universal,distant,5,True,1,917,True
g_0003002,u_00926,s_u_00926_1,2025-02-10 21:39:00,grateful,faith,light_islamic,,5,False,0,2448,True
g_0003003,u_00926,s_u_00926_4,2025-02-13 08:33:00,good,relationships,light_islamic,,5,False,0,1713,True
g_0003004,u_00926,s_u_00926_5,2025-02-14 14:15:00,neutral,anxiety,light_islamic,at_peace,5,True,1,1668,True
g_0003005,u_00926,s_u_00926_6,2025-02-15 19:33:00,good,confidence,universal,at_peace,5,False,0,1652,True
g_0003006,u_00926,s_u_00926_10,2025-02-19 19:59:00,good,purpose,light_islamic,hurting,5,False,0,1307,True
g_0003007,u_00926,s_u_00926_11,2025-02-20 18:37:00,grateful,burnout,deeper_faith,hurting,5,True,1,1936,True
g_0003008,u_00926,s_u_00926_12,2025-02-21 12:19:00,neutral,faith,light_islamic,at_peace,5,False,0,1625,True
g_0003009,u_00926,s_u_00926_16,2025-02-25 10:57:00,neutral,purpose,universal,hurting,5,False,0,1260,True
g_0003010,u_00926,s_u_00926_17,2025-02-26 21:01:00,good,relationships,light_islamic,distant,5,False,0,1511,True
g_0003011,u_00926,s_u_00926_30,2025-03-11 10:22:00,good,confidence,light_islamic,at_peace,5,False,0,1367,True
g_0003012,u_00927,s_u_00927_1,2025-09-24 16:44:00,grateful,gratitude,universal,,5,False,0,2283,True
g_0003013,u_00927,s_u_00927_11,2025-10-04 18:59:00,good,faith,deeper_faith,at_peace,5,False,0,2042,True
g_0003014,u_00928,s_u_00928_1,2025-12-18 10:16:00,good,faith,universal,,5,False,0,915,True
g_0003015,u_00928,s_u_00928_3,2025-12-20 16:39:00,very_low,faith,light_islamic,,5,True,1,800,True
g_0003016,u_00928,s_u_00928_4,2025-12-21 10:50:00,neutral,relationships,deeper_faith,,5,False,0,1456,True
g_0003017,u_00928,s_u_00928_9,2025-12-26 10:22:00,good,relationships,universal,at_peace,5,False,0,1554,True
g_0003018,u_00928,s_u_00928_12,2025-12-29 14:41:00,neutral,gratitude,universal,questioning,5,False,0,2076,True
g_0003019,u_00928,s_u_00928_16,2026-01-02 09:54:00,good,burnout,universal,at_peace,5,True,1,1310,True
g_0003020,u_00928,s_u_00928_19,2026-01-05 07:57:00,neutral,faith,light_islamic,at_peace,5,True,1,1306,True
g_0003021,u_00932,s_u_00932_1,2025-02-22 17:13:00,neutral,anxiety,light_islamic,,5,False,0,1794,True
g_0003022,u_00932,s_u_00932_6,2025-02-27 16:28:00,good,faith,light_islamic,at_peace,5,True,1,963,True
g_0003023,u_00932,s_u_00932_8,2025-03-01 11:49:00,neutral,confidence,universal,questioning,5,False,0,1313,True
g_0003024,u_00932,s_u_00932_11,2025-03-04 18:35:00,good,faith,light_islamic,distant,5,False,0,800,True
g_0003025,u_00932,s_u_00932_30,2025-03-23 08:57:00,good,faith,universal,questioning,5,False,0,1376,True
g_0003026,u_00934,s_u_00934_1,2025-08-15 08:33:00,low,purpose,universal,,5,False,0,1332,True
g_0003027,u_00934,s_u_00934_5,2025-08-19 17:58:00,good,anxiety,light_islamic,at_peace,5,False,0,1515,True
g_0003028,u_00934,s_u_00934_7,2025-08-21 16:19:00,neutral,self,deeper_faith,at_peace,5,True,1,1555,True
g_0003029,u_00934,s_u_00934_27,2025-09-10 17:02:00,good,self,light_islamic,at_peace,5,False,0,1174,True
g_0003030,u_00939,s_u_00939_1,2025-01-21 09:19:00,neutral,habits,universal,,5,False,0,2966,True
g_0003031,u_00939,s_u_00939_3,2025-01-23 17:25:00,good,relationships,deeper_faith,,5,False,0,2083,True
g_0003032,u_00939,s_u_00939_8,2025-01-28 17:12:00,grateful,habits,universal,questioning,5,False,0,1329,True
g_0003033,u_00939,s_u_00939_18,2025-02-07 17:57:00,neutral,relationships,universal,at_peace,5,False,0,800,True
g_0003034,u_00939,s_u_00939_22,2025-02-11 19:35:00,good,confidence,deeper_faith,hurting,5,False,0,921,True
g_0003035,u_00939,s_u_00939_24,2025-02-13 09:14:00,good,burnout,deeper_faith,at_peace,5,False,0,933,True
g_0003036,u_00939,s_u_00939_31,2025-02-20 17:39:00,neutral,burnout,light_islamic,questioning,5,False,0,1572,True
g_0003037,u_00943,s_u_00943_1,2025-04-20 19:35:00,grateful,habits,universal,,5,False,0,800,True
g_0003038,u_00943,s_u_00943_3,2025-04-22 07:26:00,neutral,gratitude,deeper_faith,,5,False,0,1690,True
g_0003039,u_00943,s_u_00943_14,2025-05-03 20:56:00,good,gratitude,universal,at_peace,5,False,0,1888,True
g_0003040,u_00943,s_u_00943_28,2025-05-17 10:54:00,good,habits,deeper_faith,questioning,5,False,0,1519,True
g_0003041,u_00945,s_u_00945_1,2025-02-09 17:10:00,very_low,habits,universal,,0,False,0,1604,False
g_0003042,u_00945,s_u_00945_2,2025-02-10 20:23:00,neutral,faith,universal,,5,False,0,2802,True
g_0003043,u_00945,s_u_00945_4,2025-02-12 14:19:00,neutral,faith,deeper_faith,,5,False,0,1353,True
g_0003044,u_00945,s_u_00945_10,2025-02-18 11:19:00,neutral,faith,universal,questioning,5,False,0,1959,True
g_0003045,u_00945,s_u_00945_21,2025-03-01 20:20:00,neutral,purpose,deeper_faith,at_peace,5,True,1,979,True
g_0003046,u_00945,s_u_00945_29,2025-03-09 19:19:00,neutral,anxiety,light_islamic,at_peace,5,False,0,847,True
g_0003047,u_00945,s_u_00945_31,2025-03-11 18:54:00,very_low,faith,universal,distant,5,False,0,1359,True
g_0003048,u_00946,s_u_00946_1,2025-08-15 13:57:00,good,habits,universal,,5,True,1,1716,True
g_0003049,u_00946,s_u_00946_5,2025-08-19 16:29:00,low,purpose,universal,distant,5,False,0,2027,True
g_0003050,u_00946,s_u_00946_9,2025-08-23 13:34:00,good,relationships,deeper_faith,questioning,5,False,0,1438,True
g_0003051,u_00946,s_u_00946_16,2025-08-30 12:53:00,good,burnout,universal,at_peace,5,False,0,869,True
g_0003052,u_00946,s_u_00946_18,2025-09-01 13:26:00,very_low,gratitude,universal,at_peace,0,False,0,1327,False
g_0003053,u_00946,s_u_00946_23,2025-09-06 17:37:00,low,confidence,light_islamic,at_peace,5,False,0,800,True
g_0003054,u_00949,s_u_00949_1,2025-05-24 13:08:00,very_low,relationships,universal,,5,False,0,1751,True
g_0003055,u_00949,s_u_00949_3,2025-05-26 09:19:00,good,gratitude,light_islamic,,5,False,0,2316,True
g_0003056,u_00949,s_u_00949_5,2025-05-28 10:12:00,grateful,habits,light_islamic,at_peace,5,False,0,800,True
g_0003057,u_00949,s_u_00949_13,2025-06-05 14:28:00,good,anxiety,universal,at_peace,5,False,0,1044,True
